name,native,variants,family,styles,level,renamed_from,meaning,era,origin_person,origin_place,modifier,modified_era,introduced_by,disputed,provenance,sources
Songahm series,송암 (松岩),Choong Jung 1-2; Chung San; In Wha 1-2; Jung Yul; Shim Jun; Songahm 1-5,korean,taekwondo,junior,,"'Pine tree and rock': evergreen strength and unbreakable stability, the pen name concept of ATA founder Haeng Ung Lee; a proprietary set of coloured-belt forms (Songahm 1-5, In Wha 1-2, Choong Jung 1-2) and black-belt forms (Shim Jun onwards) designed so each rank's form uses only that rank's techniques.","Introduced 1983, completed through the 1990s",Haeng Ung Lee,"Little Rock, Arkansas, USA",,,Haeng Ung Lee (created),,"The American Taekwondo Association replaced its earlier Chang Hon patterns with Haeng Ung Lee's Songahm system from 1983, one of the largest bespoke forms curricula outside the ITF and Kukkiwon canons; practised only within ATA/Songahm-affiliated bodies. Level not verified against an ATA source in this session.",https://en.wikipedia.org/wiki/ATA_Martial_Arts | https://www.atamartialarts.com
Sun-Duk,선덕 / 善德,,korean,gtf|taekwondo,,,"Named for Queen Seondeok of Silla (reigned 632-647), the first reigning queen of Korea; the only GTF or ITF pattern honouring a woman.",c. 1990,Park Jung-tae,Canada,Park Jung-tae,1990-2002,Park Jung-tae (created),,Original GTF composition.,"GTF syllabus, taekwondo.global | Taekwondo Wiki, Sun-Duk"
Taebaek,태백 / 太白,Taebaik,korean,kukki-taekwondo|taekwondo,senior,,"'Bright mountain', an ancient name for Mount Baekdu, where Dangun is said to have founded the Korean nation in 2333 BC. The performance line traces the hanja 工, signifying the link between heaven and earth made by man.",1965-1967; adopted 1967,Korea Taekwondo Association poomsae committee (1965-67),"Seoul, South Korea",Kukkiwon Textbook editorial revisions,1975 onwards,Kwak Kun-sik (created); Park Hae-man (created); Hyun Jong-myun (created); Lee Yong-sup (created); Lee Kyo-yoon (created); Kim Soon-bae (created); Lee Chong-woo (created),yes,Original KTA composition. Third dan poomsae.,jungdokwan-taekwondo.blogspot.com (2020) | Kukkiwon Textbook
Taegeuk Chil Jang,태극 7장 / 太極 七章,Taegeuk 7,korean,kukki-taekwondo|taekwondo,junior,,"Trigram Gan (간, ☶), mountain. Ponderousness and immovability; movements must stop cleanly and not be rushed. Introduces the tiger stance, scissor block and knee strike.",1971-1972,Korea Taekwondo Association poomsae committee (1971-72),"Seoul, South Korea",Kukkiwon Textbook editorial revisions,1975 onwards,Kwak Kun-sik (created); Park Hae-man (created); Lee Kyo-yoon (created); Kim Soon-bae (created); Lee Chong-woo (created); Bae Young-ki (created); Han Young-tae (created),yes,Original composition replacing Palgwae Chil Jang.,"Kukkiwon Textbook | Kidokwan, 'A Modern History of Taekwondo'"
Taegeuk Ee Jang,태극 2장 / 太極 二章,Taegeuk 2; Taegeuk Yi Jang,korean,kukki-taekwondo|taekwondo,junior,,"Trigram Tae (태, ☱), joyfulness and the lake. Inner firmness with outward softness; the poomsae should be performed serenely and with a smile.",1971-1972,Korea Taekwondo Association poomsae committee (1971-72),"Seoul, South Korea",Kukkiwon Textbook editorial revisions,1975 onwards,Kwak Kun-sik (created); Park Hae-man (created); Lee Kyo-yoon (created); Kim Soon-bae (created); Lee Chong-woo (created); Bae Young-ki (created); Han Young-tae (created),yes,Original composition replacing Palgwae Ee Jang.,"Kukkiwon Textbook | Kidokwan, 'A Modern History of Taekwondo'"
Taegeuk Il Jang,태극 1장 / 太極 一章,Taegeuk 1; Taeguk Il Jang,korean,kukki-taekwondo|taekwondo,junior,,"Trigram Keon (건, ☰), heaven and light, the pure yang and the source of creation. The first and most elementary poomsae.",Developed 1971; promulgated by the KTA 1972,"Korea Taekwondo Association poomsae committee (1971-72), the 1965-67 committee enlarged by Ji Do Kwan and Moo Duk Kwan representatives","Seoul, South Korea",Kukkiwon Textbook editorial revisions,"Kukkiwon Textbook editions from 1975; technical clarifications 1987, 2006 and later",Kwak Kun-sik (created); Park Hae-man (created); Hyun Jong-myun (created); Lee Yong-sup (created); Lee Kyo-yoon (created); Kim Soon-bae (created); Lee Chong-woo (created); Bae Young-ki (created); Han Young-tae (created),,"Original composition, replacing Palgwae Il Jang. Technically simpler and more linear than the Palgwae it displaced.","Kukkiwon Textbook | Kidokwan, 'A Modern History of Taekwondo' | Wikipedia, 'Taegeuk (taekwondo)'"
Taegeuk Oh Jang,태극 5장 / 太極 五章,Taegeuk 5,korean,kukki-taekwondo|taekwondo,junior,,"Trigram Seon (손, ☴), wind. Wind is gentle but can become a hurricane; the poomsae alternates mild and forceful movements, introducing the elbow strike and hammerfist.",1971-1972,Korea Taekwondo Association poomsae committee (1971-72),"Seoul, South Korea",Kukkiwon Textbook editorial revisions,1975 onwards,Kwak Kun-sik (created); Park Hae-man (created); Lee Kyo-yoon (created); Kim Soon-bae (created); Lee Chong-woo (created); Bae Young-ki (created); Han Young-tae (created),yes,Original composition replacing Palgwae Oh Jang.,"Kukkiwon Textbook | Kidokwan, 'A Modern History of Taekwondo'"
Taegeuk Pal Jang,태극 8장 / 太極 八章,Taegeuk 8,korean,kukki-taekwondo|taekwondo,junior,,"Trigram Gon (곤, ☷), earth, the pure yin. The receptive ground in which everything takes root and from which it grows. The final gup-grade poomsae before first dan.",1971-1972,Korea Taekwondo Association poomsae committee (1971-72),"Seoul, South Korea",Kukkiwon Textbook editorial revisions,1975 onwards,Kwak Kun-sik (created); Park Hae-man (created); Lee Kyo-yoon (created); Kim Soon-bae (created); Lee Chong-woo (created); Bae Young-ki (created); Han Young-tae (created),yes,Original composition replacing Palgwae Pal Jang.,"Kukkiwon Textbook | Kidokwan, 'A Modern History of Taekwondo'"
Taegeuk Sa Jang,태극 4장 / 太極 四章,Taegeuk 4,korean,kukki-taekwondo|taekwondo,junior,,"Trigram Jin (진, ☳), thunder. Great power and dignity; thunder brings fear but is followed by calm, so the practitioner meets danger bravely.",1971-1972,Korea Taekwondo Association poomsae committee (1971-72),"Seoul, South Korea",Kukkiwon Textbook editorial revisions,1975 onwards,Kwak Kun-sik (created); Park Hae-man (created); Lee Kyo-yoon (created); Kim Soon-bae (created); Lee Chong-woo (created); Bae Young-ki (created); Han Young-tae (created),yes,Original composition replacing Palgwae Sa Jang.,"Kukkiwon Textbook | Kidokwan, 'A Modern History of Taekwondo'"
Taegeuk Sam Jang,태극 3장 / 太極 三章,Taegeuk 3,korean,kukki-taekwondo|taekwondo,junior,,"Trigram Ri (리, ☲), fire and the sun. Fire gives warmth, energy and hope; the poomsae introduces the knifehand strike and the alternating rhythm of heat and restraint.",1971-1972,Korea Taekwondo Association poomsae committee (1971-72),"Seoul, South Korea",Kukkiwon Textbook editorial revisions,1975 onwards,Kwak Kun-sik (created); Park Hae-man (created); Lee Kyo-yoon (created); Kim Soon-bae (created); Lee Chong-woo (created); Bae Young-ki (created); Han Young-tae (created),yes,Original composition replacing Palgwae Sam Jang.,"Kukkiwon Textbook | Kidokwan, 'A Modern History of Taekwondo'"
Taegeuk Yuk Jang,태극 6장 / 太極 六章,Taegeuk 6,korean,kukki-taekwondo|taekwondo,junior,,"Trigram Gam (감, ☵), water. Water flows ceaselessly and adapts to any vessel; hardship is overcome by continuity. Introduces the roundhouse kick and outward palm block.",1971-1972,Korea Taekwondo Association poomsae committee (1971-72),"Seoul, South Korea",Kukkiwon Textbook editorial revisions,1975 onwards,Kwak Kun-sik (created); Park Hae-man (created); Lee Kyo-yoon (created); Kim Soon-bae (created); Lee Chong-woo (created); Bae Young-ki (created); Han Young-tae (created),yes,Original composition replacing Palgwae Yuk Jang.,"Kukkiwon Textbook | Kidokwan, 'A Modern History of Taekwondo'"
Toi-Gye,퇴계 / 退溪,Toi-Gye tul,korean,itf-taekwondo|oh-do-kwan|taekwondo|gtf|itf-chang-ung|itf-choi-jung-hwa|itf-weiler,junior,,"Pen name of Yi Hwang (1501-1570), authority on Neo-Confucianism. 37 movements refer to his birthplace on the 37th parallel; the diagram represents the character for 'scholar'.",1955-1959,Choi Hong-hi with Nam Tae-hi,South Korea,Choi Hong-hi,1965; revised 1983,Choi Hong-hi (created); Nam Tae-hi (created),yes,Original Chang Hon composition.,"Choi Hong-hi, Encyclopedia of Taekwon-Do (1983)"
Tong-Il,통일 / 統一,Tong-Il tul,korean,itf-taekwondo|taekwondo|gtf|itf-chang-ung|itf-choi-jung-hwa|itf-weiler,senior,,"'Unification', denoting the resolution to reunify Korea, divided since 1945. 56 movements; the diagram symbolises the homogeneous race.","1962-1964, Malaysia period; the culminating tul",Choi Hong-hi with the Malaysia-period pattern team,South Korea,Choi Hong-hi,1965; revised 1983,Choi Hong-hi (created); Kim Bok-man (created); Woo Jae-lim (created),yes,Original Chang Hon composition; the final and most demanding pattern of the 24.,"Choi Hong-hi, Encyclopedia of Taekwon-Do (1983) | Kim Bok Man, Practical Taekwondo (2015)"
U-Nam,우남 / 雩南,U-Nam tul; Woo-Nam,korean,itf-taekwondo|oh-do-kwan|taekwondo,,,"Pen name of Syngman Rhee, first president of the Republic of Korea. 42 movements.",Published 1959; withdrawn after April 1960,Choi Hong-hi,South Korea,Choi Hong-hi (suppressed it),Dropped from all subsequent editions after Rhee's fall in the April Revolution of 1960,Choi Hong-hi (created); Nam Tae-hi (created),yes,Published in Choi's 1959 Korean-language Taekwon-Do textbook and then erased from the canon. Some ITF historians hold that its movements were recycled into Ko-Dang or Juche.,"Choi Hong-hi, Taekwon-Do (Korean edition, 1959) | ITF historical reconstructions"
Ul-Ji,을지 / 乙支,Ul-Ji tul,korean,itf-taekwondo|taekwondo|oh-do-kwan|gtf|itf-chang-ung|itf-choi-jung-hwa|itf-weiler,senior,,"Named for General Ulji Mundok, who in 612 AD defeated a Tang (Sui) invading force of nearly one million with fewer than 10,000 men, using guerrilla tactics. 42 movements represent Choi Hong-hi's age when he designed the pattern; the diagram represents his surname.",c. 1960-1964,Choi Hong-hi with his pattern team,South Korea,Choi Hong-hi,1965; revised 1983,Choi Hong-hi (created); Kim Bok-man (created),yes,"Original Chang Hon composition. The 42-movement count dates the design precisely to c. 1960 given Choi's 1918 birth, which sits awkwardly with the 1962-64 Malaysia grouping.","Choi Hong-hi, Encyclopedia of Taekwon-Do (1983) | Kim Bok Man, Practical Taekwondo (2015)"
Wang Shu,왕수 / 汪輯,,korean,moo-duk-kwan|soo-bahk-do|tang-soo-do,senior,,"The Tang Soo Do name for Wanshu, after the Chinese envoy Wang Ji (Sappushi to Ryukyu, 1683), traditionally said to have demonstrated the form in Tomari. Known in Shotokan-derived Korean lineages as Empi or Yun Bi ('flying swallow').",Wanshu tradition 17th-19th century; in Korea from the mid-1940s,Traditionally the Chinese envoy Wang Ji; actual composer unknown,"Tomari, Okinawa",Kosaku Matsumora and Chotoku Kyan (Okinawan versions); Gichin Funakoshi (Empi); Hwang Kee (Korean version),Funakoshi's Empi c. 1935; Korean version 1945-1958,Kosaku Matsumora (transmitted); Gichin Funakoshi (renamed); Won Kuk Lee (brought); Hwang Kee (brought),yes,DERIVES FROM Wanshu / Empi. Brought to Korea by Won Kuk Lee and Byung Jick Ro from Shotokan and adopted by Hwang Kee for the Moo Duk Kwan dan syllabus.,"Mark Bishop, Okinawan Karate, Appendix C | Hwang Kee, Tang Soo Do (Soo Bahk Do), 1978 | Shoshin Nagamine, The Essence of Okinawan Karate-do"
Won-Hyo,원효 / 元曉,Won-Hyo tul,korean,itf-taekwondo|oh-do-kwan|taekwondo|gtf|itf-chang-ung|itf-choi-jung-hwa|itf-weiler,junior,,"Named for the monk Wonhyo (617-686), who popularised Buddhism in the Silla dynasty in 686 AD. 28 movements.",1955-1959,Choi Hong-hi with Nam Tae-hi,South Korea,Choi Hong-hi,1965; revised 1983,Choi Hong-hi (created); Nam Tae-hi (created),yes,"Original Chang Hon composition. The same monk is honoured by the Kukkiwon poomsae Ilyeo, whose diagram is the Buddhist manja.","Choi Hong-hi, Encyclopedia of Taekwon-Do (1983) | Kukkiwon Textbook"
Yamang,야망,,korean,kukki-taekwondo|taekwondo,,,'Ambition'. Competition poomsae for competitors under 18.,Announced September 2016,Kukkiwon and Asian Taekwondo Union joint development committee,,Kukkiwon technical committee,2016-2018,Kukkiwon technical committee (individual authors not published) (created),,Newly composed competition poomsae.,"Kukkiwon / Asian Taekwondo Union announcement, September 2016"
Yon-Gae,연개 / 淵蓋,Yon-Gae tul,korean,itf-taekwondo|taekwondo|gtf|itf-chang-ung|itf-choi-jung-hwa|itf-weiler,senior,,"Named for Yon Gaesomun, the Goguryeo general who repelled the Tang invasion. 49 movements refer to the last two figures of 649 AD, the year he forced the Tang dynasty to quit Korea after destroying nearly 300,000 troops at Ansi Sung.","1962-1964, Malaysia period",Choi Hong-hi with the Malaysia-period pattern team,South Korea,Choi Hong-hi,1965; revised 1983,Choi Hong-hi (created); Kim Bok-man (created); Woo Jae-lim (created),yes,Original Chang Hon composition.,"Choi Hong-hi, Encyclopedia of Taekwon-Do (1983) | Kim Bok Man, Practical Taekwondo (2015)"
Yoo-Sin,유신 / 庾信,Yoo-Sin tul,korean,itf-taekwondo|taekwondo|gtf|itf-chang-ung|itf-choi-jung-hwa|itf-weiler,senior,,"Named for General Kim Yu-sin, commanding general of the Silla dynasty. 68 movements refer to the last two figures of 668 AD, the year Korea was unified. The ready posture signifies a sword drawn to the right rather than the left, symbolising Kim's mistake of following the orders of his king to fight his own nation.","1962-1964, Malaysia period",Choi Hong-hi with the Malaysia-period pattern team,South Korea,Choi Hong-hi,1965; revised 1983,Choi Hong-hi (created); Kim Bok-man (created); Woo Jae-lim (created),yes,Original Chang Hon composition.,"Choi Hong-hi, Encyclopedia of Taekwon-Do (1983) | Kim Bok Man, Practical Taekwondo (2015)"
Yuk Ro Cho Dan (Du Mun),육로 초단 두문 / 六路 初段 斗門,,korean,moo-duk-kwan|soo-bahk-do|tang-soo-do,senior,,"'Six paths, first level: Du Mun', the Great Gate. Yuk Ro means the six-fold path or six roads.",1957 onwards,Hwang Kee,Seoul,Hwang Kee,Codified in his 1978 manual and in Soo Bahk Do Moo Duk Kwan Federation materials from 1976,Hwang Kee (created),yes,"Original composition derived by Hwang Kee from the Muye Dobo Tongji (1790), the Korean royal military manual he obtained in 1957. The text does not fully describe the sequences; Hwang Kee expanded its illustrations into complete forms.","Hwang Kee, Tang Soo Do (Soo Bahk Do), 1978 | Muye Dobo Tongji (1790) | Capital Soo Bahk Do Academy, 'Yuk Ro Hyung Philosophy'"
Yuk Ro Ee Dan (Joong Jyel),육로 이단 중절 / 六路 二段 中節,,korean,moo-duk-kwan|soo-bahk-do|tang-soo-do,senior,,"'Six paths, second level: Joong Jyel', to cut the middle. Also romanised Joong Jol.",1957 onwards,Hwang Kee,Seoul,Hwang Kee,Codified 1976-1978,Hwang Kee (created),yes,Original Hwang Kee composition from the Muye Dobo Tongji.,"Hwang Kee, Tang Soo Do (Soo Bahk Do), 1978 | Muye Dobo Tongji (1790)"
Yuk Ro Oh Dan (Sal Chu),육로 오단 살추 / 六路 五段 殺捶,,korean,moo-duk-kwan|soo-bahk-do|tang-soo-do,senior,,"'Six paths, fifth level: Sal Chu', the killing hammer.",1957 onwards,Hwang Kee,Seoul,Hwang Kee,Codified 1976-1978,Hwang Kee (created),yes,Original Hwang Kee composition from the Muye Dobo Tongji.,"Hwang Kee, Tang Soo Do (Soo Bahk Do), 1978 | Muye Dobo Tongji (1790)"
Yuk Ro Sa Dan (Yang Pyun),육로 사단 양편 / 六路 四段 揚鞭,,korean,moo-duk-kwan|soo-bahk-do|tang-soo-do,senior,,"'Six paths, fourth level: Yang Pyun', the high whip.",1957 onwards,Hwang Kee,Seoul,Hwang Kee,Codified 1976-1978,Hwang Kee (created),yes,Original Hwang Kee composition from the Muye Dobo Tongji.,"Hwang Kee, Tang Soo Do (Soo Bahk Do), 1978 | Muye Dobo Tongji (1790)"
Yuk Ro Sam Dan (Po Wol),육로 삼단 포월 / 六路 三段 抱月,,korean,moo-duk-kwan|soo-bahk-do|tang-soo-do,senior,,"'Six paths, third level: Po Wol', to embrace the moon.",1957 onwards,Hwang Kee,Seoul,Hwang Kee,Codified 1976-1978,Hwang Kee (created),yes,Original Hwang Kee composition from the Muye Dobo Tongji.,"Hwang Kee, Tang Soo Do (Soo Bahk Do), 1978 | Muye Dobo Tongji (1790)"
Yuk Ro Yuk Dan (Choong Ro),육로 육단 충로 / 六路 六段 衝路,,korean,moo-duk-kwan|soo-bahk-do|tang-soo-do,senior,,"'Six paths, sixth level: Choong Ro', to seize and capture. The final form of the series.",1957 onwards,Hwang Kee,Seoul,Hwang Kee,Codified 1976-1978,Hwang Kee (created),yes,Original Hwang Kee composition from the Muye Dobo Tongji.,"Hwang Kee, Tang Soo Do (Soo Bahk Do), 1978 | Muye Dobo Tongji (1790)"
Yuk Ro series,육로 (六路),Choong Ro; Du Mun; Jung Jul; Po Wol; Sal Chu; Yang Pyun; Yuk Ro Cho Dan to Yuk Dan,korean,soo-bahk-do|moo-duk-kwan,senior,,"'Six paths' or 'six-road' forms: six hyung (Du Mun, Jung Jul, Po Wol, Yang Pyun, Sal Chu, Choong Ro), each named for its governing concept, reconstructing indigenous-Korean-flavoured movement from classical texts.","Created from 1958, after Hwang Kee's 1957 discovery of the Muye Dobo Tongji",Hwang Kee,"Seoul, South Korea",,,Hwang Kee (created),,"Created by Hwang Kee following his study of the Muye Dobo Tongji (1790 Korean military manual) found in the Seoul National University library in 1957; intended to root Soo Bahk Do in Korean rather than Japanese sources. The forms are modern creations inspired by the text, not reconstructions of surviving ancient forms. Hwang Kee's reconstruction from the Muye Dobo Tongji.",https://en.wikipedia.org/wiki/Soo_Bahk_Do | https://en.wikipedia.org/wiki/Muye_Dobo_Tongji
